Unnamed: 0,번호,제목,저자,출판사,출판일
,39,DESIGN OF CUSTOMIZED HEALTH CARE SYSTEM BASED ON BIG DATA,Lin-jun Yu,한국엔터테인먼트산업학회,2019
,40,Predictive Analytics for Municipal Public Security: A Comprehensive Scheme Integrating Big Data and Regression Models,Moonsik Kang,대한전자공학회,2024
,41,An Advanced Operation Mode with Product-Service System Using Lifecycle Big Data and Deep Learning,Shan Ren,한국정밀공학회,2022
,42,Customer Classification and Market Basket Analysis Using K-Means Clustering and Association Rules: Evidence from Distribution Big Data of Korean Retailing Company,리우룬칭,한국지식경영학회,2018
,43,Breast reconstruction statistics in Korea from the Big Data Hub of the Health Insurance Review and Assessment Service,"Kim, Jae-Won",Korean Society of Plastic and Reconstructive Surgeons,2018
,44,Towards Sustainable Environmental Policy and Management in the Fourth Industrial Revolution: Evidence from Big Data Analytics,Choongik CHOI,한국유통과학회,2019
,45,Pattern graph tracking-based stock price prediction using big data,"Jeon, Seungwoo",North-Holland,2018
,46,The smart EV charging system based on the big data analysis of the power consumption patterns,강훈철,한국인터넷방송통신학회,2017
,47,Implementation of a resident night float system in a surgery department in Korea for 6 months: electronic medical record-based big data analysis and medical staff survey,Hyeong Won Yu,대한외과학회,2019
,48,"Analysis of Covid-19, Tourism, Stress Keywords Using Social Network Big Data _Semantic Network Analysis",Su-Hyun Yun,국제문화기술진흥원,2022
,49,"Study of Mental Disorder Schizophrenia, based on Big Data",이혜선,국제문화기술진흥원,2023
,50,"온라인 마케팅 전략을 위한 SNS와 Web기반 BDAS(Big data Data Analysis Scheme) 설계 = An SNS and Web based BDAS design for On-Line Marketing Strategy, An SNS and Web based BDAS design for On-Line Marketing Strategy",정이나,한국정보통신학회,2015
,51,Breast reconstruction statistics in Korea from the Big Data Hub of the Health Insurance Review and Assessment Service,Jae-Won Kim,대한성형외과학회,2018
,52,Research on Tourist Satisfaction of Asian Disneyland Based on Big Data and Text Analysis,"Lyu, Lin",한국비즈니스학회,2024
,53,A Study on the Promotion of Yakseon Food Using Big Data,"LEE, JINHO",The Institute of Internet,2022
,54,Research on the Performance Optimization of Hadoop in Big Data Environment,Jia Min-Zheng,보안공학연구지원센터,2015
,55,The smart EV charging system based on the big data analysis of the power consumption patterns,Hun-Cheol Kang,한국인터넷방송통신학회,2017
,56,Comparative Analysis of the Status of Restaurant Start-ups Before and After the Lifting of Social Distancing Through Big Data Analysis,박종현,한국인터넷방송통신학회,2023
,57,Research on User Perception Evaluation with Mobile Payment Platforms Based on Big Data,박수진,한국콘텐츠산업학회,2023
,58,Has the Incidence of Acute Pyelonephritis Increased in Korea? – Big Data as a Double-edged Sword,유진홍,대한의학회,2018
,59,Activation Plan for Start-up of University Students through Social Big Data Analysis,조용란,한국비교정부학회,2018
,60,Analysis for Daily Food Delivery & Consumption Trends in the Post-Covid-19 Era through Big Data,Chan-u Jeong(정찬우),한국컴퓨터정보학회,2021
,61,Psychological and Social Factors Affecting Internet Searches on Suicide in Korea: A Big Data Analysis of Google Search Trends,송태민,연세대학교의과대학,2014
,62,Short Communication: Negative association between high temperature-humidity index and milk performance and quality in Korean dairy system: big data analysis,Dongseok Lee,한국축산학회,2023
,63,The Big Data Platform for Satellite Remote Sensing Data,"Kyongseok, Park",한국콘텐츠학회,2012
,64,Effective Usage of Big Data for Governments’ Content Services,Gang-Hoon Kim,한국콘텐츠학회,2012
,65,Implementation of NDAS-based Large-Scale Storage Systems for Big Data,Jung Kyu Park,국제차세대융합기술학회,2024
,66,Modeling of Value Chain for Big Data = 빅데이터를 위한 가치사슬 설계,Sangwon Lee(이상원),한국컴퓨터정보학회,2015
,67,Big Data Decision Analysis of Stress on Adolescent Mental Health,Jinhyeok Park(박진혁),한국컴퓨터정보학회,2017
,68,Modeling of Crowd Source for Big Data = 빅데이터를 위한 집단자료 설계,Sangwon Lee(이상원),한국컴퓨터정보학회,2015
,69,What big data reveal about social media use in the hotel industry,"김우혁(Kim, Woohyuk)",대한관광경영학회,2018
,70,Liaohe National Park based on big data visualization Visitor Perception Study,Qi-Wei Jing,한국컴퓨터정보학회,2023
,71,"Challenges of Big Data in Practice = 빅 데이터의 도전: 리더십, 전략, 운영",Moo-Jin Choi(최무진),한국로고스경영학회,2014
,72,Big Challenge in Big Data Research: Continual Dispute on Big Data Analysis,Hae-Young Lee,대한심장학회,2020
,73,An Analysis Keyword in SNS Environment Utilizing Big Data,Soo-Tai Nam,한국정보통신학회,2019
,74,Design and Implementation of Home Care Management Information System in Smart Community Based on Big Data,장방원,한국디지털콘텐츠학회,2022
,75,Location Recommendation System Using Big Data,Ki-Young Lee,보안공학연구지원센터,2014
,76,The big data analysis framework of information security policy based on security incidents,Seong Hoon Jeong(정성훈),한국컴퓨터정보학회,2017
,77,Big data analysis via computer and semi numerical simulations for dynamic responses of complex nanosystems,"Allam, Maalla",Techno-Press,2022
,78,Managing Big Data in the Meetings and Events Industry: A Qualitative Study,"Kim, Woohyuk(김우혁)",한국관광레저학회,2019
,79,Big Data 시대의 신 메모리 기술 개발 현황 및 전망,정홍식(Jeong Hongsik),한국정보과학회,2015
,80,Big data mining of microRNAs in colon carcinogenesis and potential target for cancer chemoprevention = 대장암 발병에 연관된 마이크로 RNA의 빅데이터 발굴 및 표적 화학적암예방의 가능성,"Kang, Jin Wook(강진욱)",한국지역사회생활과학회,2015
,81,Research on the Practical Design Process of Lady Bags Through Big Data = 빅데이터를 배경으로 한 여성 가방 실용 디자인 프로세스 연구,왕요화,Korea Convergence Society,2021
,82,Analysis of the annual changes in dental institutions that claimed dental sedatives in Korea and the types of sedatives using health care big data,이민재,대한치과마취과학회,2023
,83,Big Data Management System for Biomedical Images to Improve Short-term and Long-term Storage,"Qamar, Shamweel",The Korean Society of Systems Engineering,2019
,84,Modeling of Policy Making for Big Data = 빅데이터를 위한 정책결정 설계,Sangwon Lee(이상원),한국컴퓨터정보학회,2015
,85,A Meta-Analysis of Influencing Soybean Food Interventions on the Metabolic Syndrome Risk Factors Utilizing Big Data = 빅데이터 분석을 활용한 콩 식품 중재가 대사증후군 위험요인에 미치는 영향 메타분석,진찬용,The Korea Institute of Information and Commucation Engineering,2016
,86,Design of Ecosystems to Analyze Big Data Market = 빅데이터 시장 분석을 위한 에코시스템 설계,Sangwon Lee(이상원),한국컴퓨터정보학회,2014
,87,A Meta-Analysis of Influencing Collagen Intake on Skin Utilizing Big Data = 빅데이터 분석을 활용한 콜라겐 섭취가 피부에 미치는 영향에 관한 메타분석,진찬용,The Korea Institute of Information and Commucation Engineering,2016
,88,The Meaning of Economic Activity of Middle-aged Men using Big Data,심유정,한국인터넷방송통신학회,2020
,89,Handling Big Data Stream Analytics using SAMOA Framework : A Practical Experience,Bakshi Rohit Prasad,보안공학연구지원센터,2014
,90,Big data mining of microRNAs in breast carcinogenesis and potential target for cancer chemoprevention = 유방암 발병에 연관된 마이크로 RNA의 빅데이터 발굴 및 표적 화학적암예방의 가능성,"Jeong, Soo-Ji(정수지)",한국지역사회생활과학회,2015
,91,An Analysis of MapReduce Framework for Big Data Processing,Jung-Sook Kim,한국콘텐츠학회,2012
,92,Big data analysis for next generation sequencing (NGS),Hyun-Yi Kim,한국실험동물학회,2021
,93,Big data analysis for next generation sequencing (NGS),Hyun-Yi Kim,한국실험동물학회,2023
,94,Big Data Prediction in Hydrogen Gas Power Plant using Apache Spark,Manvi Chandra,한국컴퓨터정보학회,2017
,95,A Sustainable Tourism Study in Underdeveloped Areas Using Big Data Analysis Techniques,Hyun-Seok Kim,The Institute of Internet,2024
,96,Impact of Diverse Document-evaluation Measure-based Searching Methods in Big Data Search Accuracy,김지영(Ji young Kim),Korean Institute of Information Scientists and Engineers,2017
,97,"A Sensitivity Analysis for the Google Applications Users: Exploring the Explanatory Power of OLS, Decision: Tree, and Neural Network Models with Big Data of International Trading",Min-Kyo Seo,한국무역학회,2019
,98,Optimizing User Experience While Interacting with IR Systems in Big Data Environments,박민수,한국인터넷방송통신학회,2023
,99,Performance Evaluation of Large-scale Storage Systems  with iSCSI for Big Data,박정규,한국산업융합학회,2024
,100,Construction of Sports Event Standard System in the Context of Big Data and Internet of Things,Jin Zha,한국정보처리학회,2024
,1,Big Data Analysis With R-studio for Radioactive Waste’s Concentration Behavior According to Data Components,Hyuk Han,한국방사성폐기물학회,2021
,2,Big Data Mining,권미경,한국경영정보학회,2013
,3,Development of Big Data Platform Operation and Management System Considering HPC Environments,곽재혁(Jae-Hyuck Kwak),Korean Institute of Information Scientists and Engineers,2020
,4,Word Cloud Visualization and Semantics Using Big Data Analytics Tools,Soo-tai Nam(남수태),한국정보통신학회,2024
,5,Big Data Management System for Biomedical Images to Improve Short-term and Long-term Storage,Shamweel Qamar,한국시스템엔지니어링학회,2019
,6,Big Data Geo Analysis for Ancient Historical Places,우종욱,바른역사학술원,2022
,7,A Study on Deriving an Optimal Route for Foreign Tourists through the Analysis of Big Data,Seong-Taek Park,중소기업융합학회,2019
,8,Development Problems and Countermeasures of Rural E-Commerce Logistics in the Context of Big Data and Internet of Things,Xianfeng Zhu,한국정보처리학회,2023
,9,ASSESSING THE IMPACT OF BIG DATA ANALYTICS ON DYNAMIC MARKETING CAPABILITIES AND PERFORMANCE IN THE FASHION INDUSTRY. PERSPECTIVES FROM EUROPEAN BUSINESSES,Riccardo Rialti,글로벌지식마케팅경영학회,2021
,10,빅데이터를(Big Data)를 활용한 교통정책에 관한 연구: 서울시 심야(올빼미)버스 중심으로,손정수,한국정책학회,2019
,11,HOW TIME MODERATES THE RELATIONSHIP BETWEEN BIG DATA ANALYTICS USE AND COMPANY PERFORMANCE,Hallikainen Heli,글로벌지식마케팅경영학회,2020
,12,Big Data Analysis,"Choi, Moo-Jin",한국로고스경영학회,2011
,13,A Meta-Analysis on the Metabolic Syndrome Risk Factors using Big Data Analysis,Ok-kyeong Yu,한국정보통신학회,2016
,14,LEVERAGING BIG DATA AND ARTIFICIAL INTELLIGENCE FOR SERVICE INNOVATION IN MARKETING,Murat Acar,글로벌지식마케팅경영학회,2020
,15,Analysis of the supportive care needs of the parents of preterm children in South Korea using big data text-mining: Topic modeling,"Park, Ji Hyeon",Korean Academy of Child Health Nursing,2021
,16,BIG DATA SHOWS A NEGATIVITY BIAS IN THE PERCEIVED HELPFULNESS OF ONLINE REVIEWS,Sanghyub John Lee,글로벌지식마케팅경영학회,2020
,17,Trend Analysis of Terrorist Attacks in India and Pakistan Based on Big Data and Geographic Analysis,Xu Lvzi,아시아사회과학학회,2022
,18,Narrative Review of the Use and Validation of Big Data Analysis Technology in the Sports Science Field,Jaehyuk Lee,대한스포츠물리치료학회,2022
,19,Case Study for Big Data Business using Data from Kakao Mobility Services,Yu-Doo Kim,한국정보통신학회,2018
,20,"미래 성장동력 ICT의 세 가지 분야 : IoT, Wearable Device, Big Data - 제3편 : Big Data, 관찰과 데이터를 기반으로 분석하라",엄상용,한국방위산업진흥회,2016
,21,Big Data and Environmental Health: Application of Big Data in Air Pollution Epidemiology Research,김경남,환경독성보건학회,2024
,22,A Study on the Financial Management Model of Business Group in the Era of Big Data,Xiaoqin Wang,ASCONS,2021
,23,A Study on Predicting the Risk of Metabolic Syndrome  according to Lifestyle through Big Data Analysis,김광환,융합연구학회,2024
,24,Bankruptcy Prediction Modeling Using Market Sentiment Derived from Big Data Analytics,Nam-ok Jo,한국경영정보학회,2015
,25,A Big Data Analysis of A Hot Political Issue,강남길,한국중원언어학회,2024
,26,The Big Data Analytics Regarding the Cadastral Resurvey News Articles,"Joo, Yong-Jin",한국측량학회,2014
,27,Big Data Analysis of Genes Associated With Neuropsychiatric Disorders in an Alzheimer’s Disease Animal Model,"Ham, Suji",Frontiers Media S.A.,2018
,28,Big data differential analysis of microglial cell responses in neurodegenerative diseases,Rubaiya Tabassum,대한해부학회,2019
,29,Big Data Processing with MapReduce for E-Book,Tae Ho Hong,보안공학연구지원센터,2013
,30,A Study on Exploring Direction for Future Education for the Common Good Based on Big Data,Byung-Man Kim,중소기업융합학회,2022
,31,Big Data Analytics : From Data to Insight,SooWan Chae,한국경영정보학회,2018
,32,Building an Analytical Platform of Big Data for Quality Inspection = 식품업종 제조 생산 에너지 최적화를 위한 빅데이터 플랫폼 개발,Hyunseok Hwang,한국지능정보시스템학회,2017
,33,Research on Predicting the Mental Health of College Students with Prediction Models based on Big Data Technology,Peng Zhang,대한전자공학회,2024
,34,Implementation of Big Data Analysis System for EMS,Junseok Park,ICT플랫폼학회,2015
,35,Logical Analysis of Customized Cosmetics Using Big Data Based on Clinical Testing,Hyo Sun HAN,한국생물공학회,2019
,36,Big Data Research in the Field of Endocrine Diseases Using the Korean National Health Information Database,조선욱,대한내분비학회,2023
,37,Tourism Planning Platform Based on Big Data = 基于大&amp;#25968;据的旅游&amp;#35745;&amp;#21010;制定平台&amp;#30740;究,李林(Li Lin),아시아사회과학학회,2021
,38,An Empirical Study on the Influencing Factors for Big Data Intented Adoption : Focusing on the Strategic Value Recognition and TOE Framework,Hoi-Kwang Ka,한국경영정보학회,2014
,39,Utilization of Big Data Analytics to Personalize Online Brand Experiences : A Case Study of A Popular Online Shopping Brand in South Korea,"Wun Yunn, Chìn",한국브랜드디자인학회,2018
,40,An Analysis of MapReduce Framework for Big Data Processing,Jung-Sook Kim,한국콘텐츠학회,2012
,41,빅데이터(Big Data) 기술의 동향과 군 적용시 고려사항,박준용,한국방위산업진흥회,2017
,42,Modeling Method for Classification of Piano Music Style based on Big Data Mining and Machine Learning,Wei You,대한전자공학회,2024
,43,A Study on Deriving an Optimal Route for Foreign Tourists through the Analysis of Big Data,박성택,중소기업융합학회,2019
,44,A Meta-Analysis of Influencing Dietary Interventions on the Metabolic Syndrome Risk Factors Utilizing Big Data,Ok-kyeong Yu,보안공학연구지원센터,2016
,45,Effective Usage of Big Data for Governments’ Content Services,Gang-Hoon Kim,한국콘텐츠학회,2012
,46,Finding Industries for Big Data Usage on the Basis of AHP,Sang-Won Lee,한국디지털정책학회,2016
,47,Big Data and Policy Directions for Korean Service Firms,Kang Minsung,산업연구원,2020
,48,The Big Data Platform for Satellite Remote Sensing Data,"Kyongseok, Park",한국콘텐츠학회,2012
,49,The Meaning of Economic Activity of Middle-aged Men using Big Data,"Sim, Yu Jeong",The Institute of Internet,2020
,50,A Big Data Study on Viewers’ Response and Success Factors in the D2C Era Focused on tvN’s Web-real Variety ‘SinSeoYuGi’ and Naver TV Cast Programming,오세종,국제문화기술진흥원,2016
,51,Load Balancing for Distributed Processing of Real-time Spatial Big Data Stream,윤수식(Susik Yoon),Korean Institute of Information Scientists and Engineers,2017
,52,Healthcare Big Data for Pharmacovigilance and Safety Evaluation of Pharmaceutical Products,정선영,환경독성보건학회,2022
,53,Design of Health Warning Model on the Basis of CRM by use of Health Big Data = 의료 빅데이터를 활용한 CRM 기반 건강예보모형 설계,이상원,The Korea Institute of Information and Commucation Engineering,2016
,54,ISO/IEC 9126 Quality Model-based Assessment Criteria for Measuring the Quality of Big Data Analysis Platform,이종연(Jong Yun Lee),Korean Institute of Information Scientists and Engineers,2015
,55,A Big Data Analysis of Public Interest in Defense Reform 2.0 and Suggestions for Policy Completion,"Kim, Tae Kyoung",Institute of Management Research,2023
,56,A Benchmark Test of Spatial Big Data Processing Tools and a MapReduce Application,"Nguyen, Minh Hieu",한국측량학회,2017
,57,Addressing Big Data solution enabled Connected Vehicle services using Hadoop = Hadoop을 이용한 스마트 자동차 서비스용 빅 데이터 솔루션 개발,라이오넬,The Korea Institute of Information and Commucation Engineering,2015
,58,치안분야에서의 Big Data 활용 사례와 바람직한 공공 연구조직 설계,권효진,한국기술혁신학회,2017
,59,Study of Future Flow in Arctic Transportation using Big Data,투멩자르갈,한국항해항만학회,2015
,60,Keyword Analysis of COVID-19 in News Big Data : Focused on 4 Major Daily Newspapers,Seong-Wook Kwon(권성욱),한국컴퓨터정보학회,2020
,61,A Big Data Study on Viewers' Response and Success Factors in the D2C Era Focused on tvN's Web-real Variety 'SinSeoYuGi' and Naver TV Cast Programming,"Oh, Sejong",The International Promotion Agency of Culture Technology,2016
,62,보건의료 Big Data 현황 및 활용도 전망,박종헌,대한의사협회 의료정책연구소,2015
,63,The role of satisfaction on customer reuse to airline services: An application of Big Data approaches,"Park, Eunil",Elsevier,2019
,64,Grid-based Big Data Classification for Mixed Data with Categorical and Numerical Attributes,Kyung Mi Lee,중소기업정보기술융합학회,2014
,65,Determinants of Satisfaction by Leisure Tourists from Big Data Analysis: Focused on Tourists Who Go Fishing,Youngjun Choi,한국조리학회,2021
,66,Analysis of Practical Sharing City via Big Data about Shared Bike in Seoul City,이자원,국토지리학회,2019
,67,A Study on SmartGrid Security Monitoring Based on Big Data Platform,Bo-Seon Kang,중소기업융합학회,2015
,68,Redundant Data Removal Technique for Efficient Big Data Search Processing,Seungwoo Jeon,보안공학연구지원센터,2013
,69,Global Big Data Analysis Exploring the Determinants of Application Ratings: Evidence from the Google Play Store,Min-Kyo Seo,한국무역학회,2020
,70,An Analysis on the Driving Factors of Population Changes in Local Provinces : Clues from News Big Data Analytics and Evidence from Empirical Analysis,우병득,한국정보사회학회,2023
,71,Efficient Multimedia Data File Management and Retrieval Strategy on Big Data Processing System,Jae-Kyung Lee,한국컴퓨터정보학회,2015
,72,[특집 원고] ‘빅데이터 기술 및 응용특집’: Big data tools: Focus on Challenges and Mahout,Huu Tan Tran,한국스마트미디어학회,2013
,73,Test Study of Emotional Characteristics of Fashion Brands Based on Big Data Text Analysis = 기계학습을 이용한 게임경기의 승률 예측-MMORPG Tera: 리카노르 투기장을 중심으로,이암(Yan LI),한국컴퓨터게임학회,2023
,74,Extraction Security Indexing Value to use Story-Telling and Attribute-Based Encryption Scheme considering on Big Data Environment,You-jin Song,보안공학연구지원센터,2015
,75,Modelling of a Base Big Data Analysis Using R Method for Selection of Suitable Vertical Farm Sites = Focusing on the Analysis of Pollutants,Jun-Ho Huh,한국멀티미디어학회,2016
,76,REFLECTIONS ON THE BASIC FUNCTIONS OF JUDICIAL BIG DATA IN CHINA: TAKING THE ANALYSIS PROCESS OF AN INSURANCE CASE AS AN EXAMPLE,Hongyan Pan,원광대학교 법학연구소,2019
,77,Semantic Network Analysis of Hotel Package through the Big Data,반현정,(사)한국조리학회,2019
,78,Recommended Chocolate Applications Based On The Propensity To Consume Dining outside Using Big Data On Social Networks,"Lee, Tae-gyeong",The International Promotion Agency of Culture Technology,2020
,79,"가상 생산과 빅데이터 VIRTUAL MANUFACTURING, BIG DATA",우종훈(편집자),(사)한국CDE학회,2014
,80,The Smart City Evolution in South Korea: Findings from Big Data Analytics,"CHOI, Choongik",Korea Distribution Science Association,2020
,81,Efficient multimedia big data anonymization,"Jang, S. B.",Springer Science + Business Media,2017
,82,"Determinants of Satisfaction by Tourists through Big Data Analysis: Focused on Mokpo City as Tourism-Based City, Jeonnam",Hyojin Kim,한국조리학회,2021
,83,Correlation Analysis of Atmospheric Pollutants and Meteorological Factors Based on Environmental Big Data,Chen Chao,한국콘텐츠학회,2022
,84,K Nearest Neighbor Joins for Big Data Processing based on Spark = Spark 기반 빅데이터 처리를 위한 K-최근접 이웃 연결,기가기,The Korea Institute of Information and Commucation Engineering,2017
,85,The Influence of AI-CRM Adoption and Big Data Analytical Capability on Firm Performance of Large Enterprises in Thailand,Thanatchaporn Jaruwanakul(Thanatchaporn Jaruwanakul ),People & Global Business Association,2024
,86,A Study on the Application of Social Big Data in Energy Management System Using BlockChain Network for SmartCity,Young-Gon Kim(김영곤),한국에너지학회,2020
,87,A Comparative Study of Business Hotels in Busan and Seoul through Big Data Analysis: Evaluating Online Customer Review,Sonam Sherpa,경성대학교 산업개발연구소,2024
,88,"Use of big data for estimation of impacts of meteorological variables on environmental radiation dose on Ulleung Island, Republic of Korea",주한영,한국원자력학회,2021
,89,Status and Issue Analysis on Indie Game through Big Data Analysis,김정현,(사)한국컴퓨터게임학회,2022
,90,Linking Species with the Ecosystem: The Emergence of Big Data and Artificial Intelligence in Ecological Research,Ohseok Kwon,National Institute of Ecology,2023
,91,Evaluating Conversion Rate from Advertising in Social Media using Big Data Clustering,"Alyoubi, Khaled H.",International Journal of Computer ScienceNetwork Security,2021
,92,Towards a New Digital Urbanity: A Future for Smart Cities in the Century of Sustainability and Big Data = 새로운 디지털 도시성을 향해: 지속가능성과 빅데이터의 세기에서 스마트시티의 미래,호세 카를로스 아르날(José-Carlos Arnal),"MOLIT(국토교통부), KAIA(국토교통과학기술진흥원)",2023
,93,Applying a big data analysis to evaluate the suitability of shelter locations for the evacuation of residents in case of radiological emergencies,최진식,한국원자력학회,2023
,94,Vessel Trajectory Big data analysis using Apache Spark and prediction based on Machine Learning,Fatemeh Nourmohammadi,대한교통학회,2021
,95,"NoSQL Database: New Era of Databases for Big data Analytics-Classification, Characteristics and Comparison",A B M Moniruzzaman,보안공학연구지원센터,2013
,96,A Study on Big Data Analysis Related to ‘Digital literacy’ Using Newspaper Media in South Korea,Sung-ae Kim,한국정보통신학회,2022
,97,Fault Detection of Plasma Etchers using Big Data Analysis,Wei Qin,한국생산제조학회,2014
,98,A Case Study of Topic Modeling for Papers Related to Big Data Using Python Modules,Dong Joon Park,한국산업경영시스템학회,2020
,99,A Study on Feasibility of Evaluating IT Project Proposals based on Big Data Analysis,김홍삼,한국산업경영시스템학회,2017
,100,설비 품질 Big Data 분석을 통한 선제적 품질 관리 체계 구축,남동균,한국품질경영학회,2019
